paihang,urls,title,corpt,socore
55,//www.bilibili.com/video/av39674794/,【核爆神曲】听听 现场版 燃爆全世界的神曲【主唱以及作曲人：泽野弘之 和田光司 山田信夫 花泽香菜 生物股长 仓木麻衣 南条爱乃。。。。】,522083
56,//www.bilibili.com/video/av40866318/,【孟鹤堂rap】盘他！盘他！！盘他！！！,520786
57,//www.bilibili.com/video/av40245714/,北大招生题：a+b+c=1，a²+b²+c²=2，a³+b³+c³=3，难度相当大,517251
58,//www.bilibili.com/video/av40827768/,这位爸爸怕不是要把女儿的男朋友干掉Σ( ￣□￣||)网络上的沙雕图【第88期】,515395
59,//www.bilibili.com/video/av41014425/,【花少北】无聊到爆笑的有毒游戏,508536
60,//www.bilibili.com/video/av40886039/,【新番吐个爽】三玖为何天下第一？原因竟有史实为证！,508075
61,//www.bilibili.com/video/av40930427/,草根男团，众筹出道！K/DA,497664
62,//www.bilibili.com/video/av40924966/,【散人】最惨皇帝后宫记之谁是太子,492720
63,//www.bilibili.com/video/av39863661/,“我信你个鬼，你这个糟老头子坏的很”原版出处。漫长的20分钟。会让你感觉到人生到达了巅峰哟,487575
64,//www.bilibili.com/video/av39470282/,【海绵宝宝】打上花火,487495
65,//www.bilibili.com/video/av39489453/,【全明星】小猪挂奇,479110
66,//www.bilibili.com/video/av40735816/,事实证明，在性感面前，可爱不堪一击,473219
67,//www.bilibili.com/video/av40975778/,【主播真会玩】154：大司马回首掏现场教学，Doinb抽奖秒变单身,472827
68,//www.bilibili.com/video/av41040578/,史诗级超燃战斗！特效向真人jojo！,472446
69,//www.bilibili.com/video/av40016490/,非牛顿流体防摔保护壳有多牛？这才是黑科技！,470947
70,//www.bilibili.com/video/av39587934/,【仙剑奇侠传三】此生不换‖十周年纪念,461904
71,//www.bilibili.com/video/av38769543/,【猫和老鼠】汤姆和杰瑞实力演绎改革春风吹满地    怎么能少了它俩！,457646
72,//www.bilibili.com/video/av40798495/,男子克隆6个老婆，每晚享乐不停，几分钟看完最新科幻片《收割伊丽莎白》,446552
73,//www.bilibili.com/video/av39664028/,日本“女性机器人”彻底火了，看完内部结构，网友：精巧逼真啊,446054
74,//www.bilibili.com/video/av39954044/,微电影《 爸：我也是为你好》——杨永信之戒「魔幻现实」,442808
75,//www.bilibili.com/video/av39085912/,“抖音”给“快手”打电话！  神奇室友第三期！,440899
76,//www.bilibili.com/video/av40738731/,这或许就是史上最硬核的父亲了Σ(ﾟдﾟ;) 网上让人笑到窒息的沙雕图【第82期】,432827
77,//www.bilibili.com/video/av40817046/,海洋生物有多可怕？几个恐怖的瞬间,429457
78,//www.bilibili.com/video/av40780452/,世界上最安全电锯，碰到手立即停止，设计师亲自用手试验,428645
79,//www.bilibili.com/video/av40924986/,两个女生轮流亲这谁顶得住啊 男生出门在外真是太危险了,427997
80,//www.bilibili.com/video/av39381375/,国防部想把我笑死！！！,426877
81,//www.bilibili.com/video/av41086562/,【nya酱】圈内人教你们如何拔草！做有自控能力的富婆！,426491
82,//www.bilibili.com/video/av41028449/,【极度舒适系列】那些惊艳至极的服化道！视觉盛宴！【第13期】,420473
83,//www.bilibili.com/video/av41048730/,佩琪的制作。,418885
84,//www.bilibili.com/video/av40719400/,【神还原】LOL低配版超搞笑MV《rise》  一人分饰多角,415898
85,//www.bilibili.com/video/av41087360/,纽约最贵2000美元黄金披萨，自己做要花多少钱？,410581
86,//www.bilibili.com/video/av40796063/,当考场进来一只猫，整个教室都沸腾了,410408
87,//www.bilibili.com/video/av40757069/,【大老师首发单曲】千叶不太热,409922
88,//www.bilibili.com/video/av40756232/,《白蛇.缘起》官方宣发请给力点，高口碑低票房不是你的出路,409699
89,//www.bilibili.com/video/av41024692/,【瓜/鳅/块/洛】原创《绘笔江南》---四大才子再合体！！！,407245
90,//www.bilibili.com/video/av40914954/,【白蛇缘起】木鱼三分钟影评——每一个真正的进步，都值得赞许,399256
91,//www.bilibili.com/video/av40816207/,瞧 你现在是这种形状⊙ω⊙笑到肚子痛的沙雕图58期,396365
92,//www.bilibili.com/video/av40185547/,【生僻字】元素周期表,383956
93,//www.bilibili.com/video/av40792101/,大大大眼睛，肿眼泡福音【郑犹豫】,381501
94,//www.bilibili.com/video/av41126133/,5招教你如何征服美丽猫咪！养猫最最最基础攻略！,381373
95,//www.bilibili.com/video/av41085787/,《啥是佩奇》什么是佩奇啊高清完整版-国语720P,380385
96,//www.bilibili.com/video/av41093552/,肥曈 |英国伦敦VLOG（上) 新年快乐 我剪短发啦,379155
97,//www.bilibili.com/video/av41041416/,【疯老板06】60岁老奶奶教我一招鸡蛋汤做法，原来可以这么好喝啊！,377790
98,//www.bilibili.com/video/av40236601/,「字幕」美国大叔猜测自己儿子是基，找靓女撩一下测试结果很满意,377638
99,//www.bilibili.com/video/av36863483/,《白蛇：缘起》曝推广曲mv 周深献唱缘起前世深情,377125
100,//www.bilibili.com/video/av40423488/,【日语填词】赵本山：我就是念诗之王！【改革春风吹满地（日语填词版）】,374521
